"Nome Produto";"Nº Produto";"Produto Ativo";"Cód. Produto";Fabricante;"Categoria de Produto";Fornecedor;"Sub Categoria";"Cód. Fornecedor";Website;"Ficha do Produto";"Cód. Fabricante";"Plano de Contas";"Data Criação";"Criado Por";"Data Modificação";"Última Edição";"Comprimento (mm)";"Largura (mm)";"Espessura (mm)";"Preço Unitário";"Preço Custo";"Categoria de Impostos";"Comissão %";"Unidade Utilizada";"Qtd. Uni";"Qtd. Stock";"Nível Reabastecimento";Responsável;"Qtd. Última Compra";"Imagem Produto";Descrição;"Detalhe "
"Coração 3030 s/ gravação";PRO0388;1;;"Fam Art";"Cerimonias Religiosas";;Diversos;;;;;;"04-07-2024 19:05:26";marcop;"04-07-2024 19:06:07";marcop;0;;;0.37;;;0;Each;1.00;999950.000;0;marcop;0;;;
"Impressão Expositores";PRO0389;1;;"Fam Art";Consumiveis;Vendors::::Digipaper;Diversos;;;;;;"04-07-2024 21:54:57";marcop;"04-07-2024 21:54:57";marcop;0;;;3;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Tripe Dobrável";PRO0390;1;;"Fam Art";Outros;;Diversos;;;;;;"04-07-2024 22:11:17";marcop;"18-07-2024 12:14:40";marcop;0;;;30;18.15;;0;Each;1.00;1000001.000;0;marcop;0;Senza_nome.jpg;;
"Parafusos de aço inoxidável Afastador";PRO0391;1;;"Fam Art";Consumiveis;;Parafusos;;;;;;"04-07-2024 22:13:21";marcop;"04-07-2024 22:13:21";marcop;0;;;;28.51;;0;Each;100.00;1.000;0;marcop;0;Captura-de-ecr__-2024-07-04-221219.png;;
"Parafusos de aço dourado Rivet";PRO0392;1;;"Fam Art";Consumiveis;;Parafusos;;;;;;"04-07-2024 22:15:52";marcop;"04-07-2024 22:16:33";marcop;0;;;;15.79;;0;Each;25.00;6.000;0;marcop;0;Captura-de-ecr__-2024-07-04-221526.png;;
"Convite Padrinhos - Garrafa";PRO0394;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"09-07-2024 15:21:15";marcop;"09-07-2024 15:27:40";marcop;120;120;;9;;;0;Each;1.00;999985.000;0;marcop;0;;;
"Convite Padrinhos - Coração";PRO0395;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"09-07-2024 15:27:50";marcop;"09-07-2024 15:28:11";marcop;120;120;;9;;;0;Each;1.00;999984.000;0;marcop;0;;;
"Caixa Flex";PRO0396;1;;"Fam Art";Outros;;Diversos;;;;;;"09-07-2024 22:21:33";marcop;"09-12-2024 11:27:49";marcop;0;;;;;;0;Each;1.00;999948.000;0;marcop;0;;;
"Placa Bem Vindos";PRO0397;1;;"Fam Art";Casamentos;;Placas;;;;;;"11-07-2024 14:50:37";marcop;"28-06-2025 11:39:32";josep;0;;;50;;;0;Each;1.00;999995.000;0;marcop;0;;;
"Lembrança - Dezena";PRO0398;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-07-2024 19:20:51";marcop;"15-07-2024 19:45:19";marcop;0;;;3;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Escovas Pingo de Cera";PRO0399;1;;"Fam Art";Outros;;Diversos;;;;;;"15-07-2024 23:09:47";marcop;"15-07-2024 23:12:06";marcop;0;;;0.35;;;0;Each;1.00;999998.000;0;marcop;0;;;
"Fita Bicolor Para Medalhas";PRO0400;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"18-07-2024 11:59:56";marcop;"18-07-2024 11:59:56";marcop;0;;;;;;0;Each;1.00;70.000;0;marcop;0;Captura-de-ecr__-2024-07-18-115937.png;;
"WATOH Porta-chaves em metal";PRO0401;1;;"Fam Art";Outros;;"Porta Chaves";;;;PP17051.1;;"18-07-2024 12:00:52";marcop;"18-12-2024 11:50:40";marcop;0;;;5.9;1.66;;0;Each;1.00;88.000;0;marcop;0;Captura-de-ecr__-2024-07-18-120028.png;;
"Porta-Chaves Nevek";PRO0402;1;;"Fam Art";Outros;;"Porta Chaves";4207;;;4207;;"18-07-2024 12:01:33";marcop;"24-01-2026 10:50:17";josep;0;;;2;0.4;;0;Each;1.00;344.000;0;marcop;0;Captura-de-ecr__-2024-07-18-120118.png;;
"Fita Led SMD2835";PRO0403;1;;"Fam Art";"Matéria Prima";;LED;;;;;;"18-07-2024 12:17:31";marcop;"18-07-2024 12:17:31";marcop;0;;;20;15.41;;0;Each;1.00;1.000;0;marcop;0;Captura-de-ecr__-2024-07-18-121709.png;;
"USB Touch Dimming Switch Cable LED";PRO0404;1;;"Fam Art";"Matéria Prima";;LED;;;;;;"18-07-2024 12:20:11";marcop;"18-07-2024 12:20:11";marcop;0;;;4;1.97;;0;Each;1.00;35.000;0;marcop;0;Captura-de-ecr__-2024-07-18-121756.png;;
"Fio esmaltado conector médio para 12v24v";PRO0405;1;;"Fam Art";"Matéria Prima";;LED;;;;;;"18-07-2024 12:21:52";marcop;"18-07-2024 12:21:52";marcop;0;;;8;3.93;;0;Each;1.00;2.000;0;marcop;0;Captura-de-ecr__-2024-07-18-122133.png;;
"Lembrança Comunhão Cálice e Bíblia c/foto";PRO0406;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"23-07-2024 11:16:47";marcop;"23-07-2024 14:45:49";marcop;0;;;2.5;;;0;Each;1.00;999984.000;0;josep;0;;"Com íman ";
"Nuvem 1810 Pingo de Cera";PRO0407;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"30-07-2024 15:56:38";marcop;"30-07-2024 15:56:46";marcop;0;;;2;;;0;Each;1.00;999984.000;0;marcop;0;Captura-de-ecr__-2024-07-30-155612.png;;
"Círculos 3030 Pingo de Cera";PRO0408;1;;"Fam Art";Outros;;Diversos;;;;;;"08-08-2024 19:53:35";marcop;"08-08-2024 19:54:37";marcop;300;300;;6.5;;;0;Each;1.00;999997.000;0;marcop;0;;;
"Nuvem 2314 Pingo de Cera";PRO0409;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"08-08-2024 19:56:34";marcop;"11-09-2024 17:47:08";marcop;0;;;2.5;;;0;Each;1.00;999982.000;0;marcop;0;;;
"Troféu Acrílico";PRO0410;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"15-08-2024 15:30:05";marcop;"15-08-2024 15:30:18";marcop;0;;;15;;;0;Each;1.00;999975.000;0;marcop;0;IMG_20240815_113200.jpg;;
"Candeeiro Nome LED";PRO0411;1;;"Fam Art";Outros;;Decoração;;;;;;"22-08-2024 11:38:12";marcop;"06-02-2026 17:59:56";marcop;0;;;35;;;0;Each;1.00;999962.000;0;marcop;0;Captura-de-ecr__-2024-08-22-113749.png;;
"Convite Padrinho Caixa Grande com Puzzle";PRO0412;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"28-08-2024 20:50:53";josep;"28-08-2024 21:01:50";josep;150;150;;25;;;0;Each;1.00;999996.000;0;marcop;0;;;
"Cola instantânea 50grs";PRO0413;1;;"Fam Art";Consumiveis;Vendors::::Luzacril;Cola;;;;;;"29-08-2024 14:46:26";marcop;"29-08-2024 14:46:26";marcop;0;;;21.03;;;0;Each;1.00;1000000.000;0;marcop;0;Captura-de-ecr__-2024-08-29-144519.png;;
"MaCryl FS Mirror Pink 2111 Acrylic Sheet";PRO0414;1;;"Fam Art";"Matéria Prima";Vendors::::Dimatur;Acrilico;;;;AE21112440122003;;"29-08-2024 14:51:42";marcop;"29-08-2024 14:51:42";marcop;2440;1220;3;209.36;;;0;Each;1.00;1.000;0;marcop;0;Captura-de-ecr__-2024-08-29-145039.png;;
"Candeeiro Letra LED";PRO0415;1;;"Fam Art";Outros;;Decoração;;;;;;"30-08-2024 17:17:43";marcop;"05-09-2024 23:06:39";josep;0;;;15;;;0;Each;1.00;999999.000;0;marcop;0;Captura-de-ecr__-2024-08-30-171705.png;;
"MDF Cerejeira 3MM";PRO0416;1;;"Fam Art";"Matéria Prima";;Madeira;;;;;;"30-08-2024 17:26:30";marcop;"30-08-2024 17:26:30";marcop;0;;;26.25;15.99;;0;Each;1.00;0.000;0;marcop;0;;;
"Expositor Colares Mocho";PRO0417;1;;"Fam Art";Outros;;Diversos;;;;;;"03-09-2024 11:51:56";marcop;"04-04-2025 15:15:09";marcop;0;;;4;;;0;Each;1.00;999863.000;0;marcop;0;;;
"Expositor Pulseiras Mocho";PRO0418;1;;"Fam Art";Outros;;Diversos;;;;;;"03-09-2024 11:52:29";marcop;"27-11-2024 09:45:14";marcop;0;;;3.5;;;0;Each;1.00;999857.000;0;marcop;0;;;
"Puzzle 4 Peças";PRO0419;1;;"Fam Art";Outros;;Diversos;;;;;;"05-09-2024 14:45:40";marcop;"05-09-2024 14:45:55";marcop;80;80;;0.58;;;0;Each;1.00;999900.000;0;marcop;0;;;
"Convite Padrinhos - Principezinho";PRO0420;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"06-09-2024 16:08:02";marcop;"06-09-2024 16:08:17";marcop;120;120;;9;;;0;Each;1.00;999983.000;0;marcop;0;;;
"Fita LED Strip Light para quarto, S";PRO0421;1;;"Fam Art";"Matéria Prima";;LED;;;;;;"07-09-2024 16:11:00";marcop;"07-09-2024 16:11:22";marcop;0;;;12;5.69;;0;Each;1.00;1.000;0;marcop;0;;;
"Set Vinhos Baco";PRO0422;1;;"Fam Art";Outros;"Vendors::::Mais Brindes";Diversos;;;;PP7074;;"09-09-2024 20:37:47";marcop;"18-03-2026 19:39:58";marcop;0;;;28;12;;0;Each;1.00;1.000;0;marcop;0;Captura-de-ecr__-2024-09-09-203725.png;;
"Porta-Chaves Abre-Cápsulas Stiked";PRO0423;1;;"Fam Art";Outros;"Vendors::::Mais Brindes";"Porta Chaves";;;;PP7074;;"09-09-2024 20:39:35";marcop;"14-04-2026 20:32:31";marcop;0;;;1.2;0.2;;0;Each;1.00;453.000;0;marcop;0;Captura-de-ecr__-2024-09-09-203812.png;;
"MaCryl FS Mirror Light Blue 2103 Acrylic Sheet";PRO0424;1;;"Fam Art";"Matéria Prima";Vendors::::Dimatur;Acrilico;;;;AE21032440122003;;"09-09-2024 20:46:01";marcop;"09-09-2024 20:46:53";marcop;2440;1220;3;206.87;;;0;Each;1.00;1.000;0;marcop;0;Captura-de-ecr__-2024-09-09-204425.png;;
"Coração para dividir";PRO0425;1;;Imortalis;Joias;;Colares;;;;;;"14-09-2024 17:47:50";josep;"18-12-2025 18:22:28";josep;0;;;5.9;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Leão Porta Quarto";PRO0426;1;;"Fam Art";Outros;;Diversos;;;;;;"17-09-2024 20:36:19";josep;"17-09-2024 20:39:41";josep;0;;;20;;;0;Each;1.00;999999.000;0;josep;0;Leao.jpg;;
Lanyards;PRO0427;1;;"Fam Art";Outros;;Diversos;;;;;;"18-09-2024 18:40:08";marcop;"18-09-2024 18:40:58";marcop;0;;;1.1;;;0;Each;1.00;999988.000;0;marcop;0;459147068_925596579378985_2116622543846585867_n.jpg;;
"Bola de Natal Casa";PRO0428;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-09-2024 12:52:05";marcop;"11-12-2025 19:49:08";josep;0;;;3.5;;;0;Each;1.00;999978.000;0;admin;0;Primeiro-natal-casa.png;;
"Bola de Natal ""Bate mais um Coração""";PRO0429;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-09-2024 13:01:33";marcop;"05-12-2025 18:39:02";marcop;0;;;3;;;0;Each;1.00;999977.000;0;admin;0;Espera-novo-membro.png;;
"Bola de Natal ""Presente mais Precioso""";PRO0430;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-09-2024 13:06:08";marcop;"11-12-2025 19:48:25";josep;0;;;3;;;0;Each;1.00;999981.000;0;admin;0;Natal-a-3.png;;
"Bola Natal M5 Pata";PRO0431;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-09-2024 18:45:13";marcop;"04-12-2025 18:37:23";josep;0;;;3.5;;;0;Each;1.00;999981.000;0;admin;0;m5-animais.png;;
"Bola Natal M2 Animais";PRO0432;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-09-2024 18:56:40";marcop;"25-11-2025 10:59:07";marcop;0;;;3.5;;;0;Each;1.00;999975.000;0;admin;0;M3-Animais.png;;
"Bola Natal M3 Animais";PRO0433;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-09-2024 19:16:15";marcop;"03-11-2025 17:00:39";marcop;0;;;3.5;;;0;Each;1.00;999976.000;0;admin;0;M4-Animais-1.png,M4-Animais.png;;
"Caneta Verde Claro";PRO0434;1;;"Fam Art";"Para Profissionais";;Canetas;;;;5418;;"01-10-2024 12:01:15";marcop;"13-11-2025 17:50:51";marcop;0;;;0.7;;;0;Each;1.00;504.000;0;admin;0;Captura-de-ecr__-2024-09-30-115120.png;;"Descubra a Esferográfica Trocum, a caneta perfeita para quem valoriza elegância e funcionalidade no dia a dia. Com seu design bicolor e acabamento em alumínio, oferece conforto e estilo ao escrever.

Material: Alumínio
Mecanismo: Pulsador
Design: Elegante de duas cores
Versões de cor: Variedade
Clipe: Original
Detalhes: Anéis e ponta prateados
Cartucho: Jumbo
Tinta: Azul
Carga: Jumbo
A Esferográfica Trocum é uma excelente escolha para quem procura uma caneta de alta qualidade e durabilidade. Feita em alumínio resistente, é ideal tanto para uso pessoal quanto profissional. Sua tinta azul assegura uma escrita fluída e contínua, enquanto o mecanismo pulsador garante praticidade. O design sofisticado com clipe original e detalhes prateados realça sua beleza, fazendo da Esferográfica Trocum um objeto de destaque na categoria de escrita. Perfeita para o ambiente corporativo, escolar ou para o seu dia a dia, ela certamente adicionará um toque de classe as suas anotações. Escolha a cor que mais combina com seu estilo e deixe que a Esferográfica Trocum seja sua companheira de confiança para registrar momentos importantes"
"Bola natal Família Pingo de Cera";PRO0435;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"01-10-2024 22:43:03";marcop;"06-12-2025 16:10:32";marcop;0;;;1.6;;;0;Each;1.00;999990.000;0;marcop;0;;;
"Anjo Pingo de Cera";PRO0436;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"01-10-2024 22:43:59";marcop;"09-12-2024 17:35:12";marcop;0;;;1.6;;;0;Each;1.00;999984.000;0;marcop;0;;;
"Estrela Pingo de Cera";PRO0437;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"01-10-2024 22:44:10";marcop;"06-12-2025 16:09:46";marcop;85;;;1.5;;;0;Each;1.00;999971.000;0;marcop;0;;;
"Mealheiro MDF e Acrilico c/ foto";PRO0438;1;;"Fam Art";Outros;;Decoração;;;;;;"02-10-2024 10:12:34";marcop;"11-12-2024 11:06:51";marcop;0;;;25;;;0;Each;1.00;'-5.000;0;marcop;0;Imagem-WhatsApp-2024-10-01-__s-22.28.30_89bafc2b.jpg;;
"Porta Medalhas Futebol";PRO0439;1;;"Fam Art";Outros;;Decoração;;;;;;"04-10-2024 10:49:05";marcop;"09-07-2025 18:55:04";marcop;0;;;30;;;0;Each;1.00;999997.000;0;marcop;0;Captura-de-ecr__-2024-11-02-141439.png;;
"Convite Padrinhos - Pe simples";PRO0440;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"07-10-2024 19:36:44";marcop;"07-10-2024 19:39:45";marcop;90;70;;7;;;0;Each;1.00;999981.000;0;marcop;0;459131300_841274401444329_6339048011473774848_n.jpg;;
"Caixa para convites padrinhos";PRO0441;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"07-10-2024 19:37:14";marcop;"11-04-2025 10:11:28";marcop;90;70;;3;;;0;Each;1.00;999978.000;0;marcop;0;462211295_1590153348550221_4838774316246002617_n.jpg;;
"Choupo 6mm";PRO0442;1;;"Fam Art";"Matéria Prima";;Madeira;;;;;;"08-10-2024 13:57:13";marcop;"08-10-2024 13:57:13";marcop;2520;1850;6;;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Porta Chaves FNA Braga";PRO0443;1;;"Fam Art";Outros;;"Porta Chaves";;;;;;"11-10-2024 17:00:53";marcop;"06-02-2026 18:21:03";marcop;0;;;0.35;;;0;Each;1.00;999421.000;0;josep;0;;;
"EPSON ET-2860";PRO0444;1;;"Fam Art";Outros;"Vendors::::Radio Popular";Diversos;;;;;;"14-10-2024 15:35:22";marcop;"05-12-2024 23:05:22";marcop;0;;;179.99;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"MaCryl FS Mirror Red";PRO0445;1;;"Fam Art";"Matéria Prima";;Acrilico;;;;AE21112440122003;;"15-10-2024 16:28:24";marcop;"23-10-2024 23:16:39";marcop;0;;;;;;0;Each;1.00;1.000;0;marcop;0;JBE04_l.jpg,Captura-de-ecr__-2024-10-15-162727.png;;
"Vela Aromática Lilnax";PRO0446;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;20104;;"15-10-2024 23:54:16";marcop;"23-11-2024 09:48:35";marcop;0;;;8.67;2.89;;0;Each;1.00;9.000;0;marcop;0;20104-000-11.jpg;"Vela de design natalício com aroma baunilha. Fabricada em vidro, com tampa de madeira polida e relevo desenhado em forma de floco de neve. Apresentada numa atrativa caixa individual kraft.
<p>Aroma Baunilha</p>

<p>Vidro/ Madeira</p>";
"Fonte de Água Huntan";PRO0447;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;20605;;"16-10-2024 00:00:46";marcop;"20-12-2024 17:13:19";marcop;0;;;21.93;6.81;;0;Each;1.00;2.000;0;marcop;0;20605-000-20.jpg;"Fonte portátil de água infinita com luzes LED. Cascata de água sobre pedras naturais, ideal para decoração ou momentos de relax. Inclui um depósito para a água e uma estrutura iluminada por LEDs de tons naturais, através da qual flui a água. Alimentada por 3 pilhas AA (não incluídas). Apresentada numa caixa de design kraft.
<p>1 Led. 20 Pedras Incluídas. 3 Pilhas AA Não Incluídas</p>";
"Porta-Retratos Vesper";PRO0448;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;20606;;"16-10-2024 00:08:25";marcop;"17-01-2025 16:05:10";marcop;0;;;25.9;7.31;;0;Each;1.00;7.000;0;marcop;0;20606-000-30.jpg;"Original porta-fotos cubo fabricado em madeira natural. O seu design em forma de cubo permite mostrar as 4 fotos mais destacadas do álbum e, além disso, conta com uma base giratória 360º. Ideal para fotos de até 13,5x9 cm. Apresentado numa caixa individual de design kraft.
<p>Fotos: 13,5 x 9 cm</p>";
"Tábua Afiadora Zoria";PRO0449;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;20591;;"16-10-2024 00:14:47";marcop;"30-12-2025 15:38:57";marcop;0;;;16;3.04;;0;Each;1.00;7.000;0;marcop;0;20591-000-12.jpg;"Tábua afiadora fabricada em bambu de macio e resistente acabamento. Com prático afiador de faca no rebordo para obter um corte sempre preciso e pega para um manuseamento fácil. Apresentada individualmente em caixa de design kraft.<br />
<br />
Materiais como o bambu promovem a utilização de matérias-primas naturais, reduzindo as emissões poluentes. Provém de uma planta de grande resistência e versatilidade, com rápido crescimento e regeneração, sendo uma excelente alternativa ao uso da madeira tradicional.
<p>Bambu</p>";
"Esferográfica Jotter Recycled";PRO0450;1;;"Fam Art";Outros;Vendors::::Makito;Canetas;;;;7394;;"16-10-2024 00:20:48";marcop;"16-10-2024 22:16:46";marcop;0;;;20;5.41;;0;Each;1.00;3.000;0;marcop;0;7394-000-11.jpg;"Esferográfica Parker Jotter reciclada, com acabamento retro e fabricada numa combinação de aço inox e RABS resistente (ABS reciclado). Com mecanismo pulsador, carga interior Parker clássica e tinta preta. Com um estilo simples e linhas clean, um clássico da Parker. Apresentada num estojo preto individual com o logótipo Parker e disponível numa vasta gama de cores elegantes. Jotter Recycled é uma coleção retro inspirada no espírito dos anos 90 e que respeita o meio ambiente. A linha de esferográficas Parker combina a silhueta inconfundível e o clip exclusivo do Jotter com uma paleta de cores que presta homenagem a esta década icônica. Um novo membro da família Jotter, perfeito para usar a qualquer momento. Parker Jotter Recycled garante uma escrita fluida a cada traço da esferográfica.<br />
<br />
O RABS é um plástico altamente reciclável de grande resistência e com uma infinidade de aplicações que o convertem nuna solução eco-friendly. Com certificação RCS, que garante a origem reciclada do mesmo e distinto logo RABS gravado.<br />
<br />
O aço é um dos materiais mais solicitados e que pode encontrar-se em quase todas as partes, desde produtos de uso diário a grandes construções. Com inúmeras propriedades, entre as quais há que destacar a durabilidade e o seu alto grau de reutilização, convertendo-o numa alternativa muito valorizada em soluções de sustentabilidade. Devidamente tratado, permite obter novos recursos de infinita utilização.
<p>Carga Jumbo. Escrita Preta</p>

<p>Aço Inox Reciclado/ ABS Reciclado</p>";
"Colher Selma";PRO0451;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;5181;;"16-10-2024 00:26:53";marcop;"16-10-2024 00:27:43";marcop;0;;;1.71;0.54;;0;Each;1.00;5.000;0;marcop;0;5181-000-40.jpg;Bambu;
"Abre-Cápsulas Betriok";PRO0452;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;;;;1493;;"16-10-2024 00:32:05";marcop;"16-12-2025 10:56:49";marcop;0;;;3.9;0.54;;0;Each;1.00;'-85.000;0;marcop;0;1493-000-11.jpg;"Original abre-cápsulas magnético da linha nature, feito de bambu resistente, com sistema de abertura metálico.
<p>Magnético</p>

<p>Bambu</p>";
"Garrafa Térmica Gristel";PRO0453;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;;;;1045;;"16-10-2024 00:50:32";marcop;"06-02-2026 18:03:28";marcop;0;;;14;4.01;;0;Each;1.00;22.000;0;marcop;0;1045-000-10.jpg;"Garrafa térmica de aço inox, com dupla parede e isolamento de cobre a vácuo, que permite manter o calor e o frio durante um tempo mais prolongado,chegando até às 12 e 48 horas respetivamente. De 800ml de capacidade, com tampa de segurança livre de BPA e disponível numa variada gama de cores metalizadas. Apresentada em atrativa caixa de design.
<p>800 ml. Isolamento de Cobre a Vácuo</p>

<p>Aço Inox</p>";
"Garrafa Smaly";PRO0454;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;;;;6280;;"16-10-2024 21:59:56";marcop;"17-01-2026 11:53:52";marcop;0;;;12.9;3.2;;0;Each;1.00;4.000;0;marcop;0;6280-000-10.jpg;"Garrafa de alta qualidade e de grande capacidade -800 ml- em aço inox. Sistema de fácil abertura livre de BPA e asa de transporte a condizer. Disponível numa variada gama de cores brilhantes e apresentada numa atrativa caixa de design.<br />
<br />
Manual de instruções disponível em espanhol e inglês.
<p>800 ml</p>

<p>Aço Inox</p>";
"Tábua Lonsen";PRO0455;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;1339;;"16-10-2024 22:11:08";marcop;"30-12-2025 11:25:59";marcop;0;;;20;4.46;;0;Each;1.00;5.000;0;marcop;0;1339-000-10.jpg;"<p>Tábua de corte e apresentação Limited Edition. Um novo estilo que combina o moderno e o tradicional. Fabricada a partir de materiais naturais como o bambu e o extrato de mármore. De suave e resistente acabamento polido e pega para fácil manuseamento.<br />
<br />
Da combinação perfeita entre exclusividade e design, nasce Limited Edition Experience, uma coleção especial de ideias promocionais de edição limitada. Um novo conceito, inspirado na fusão de artigos premium com as últimas e mais inovadoras tendências e que conta com uma seleção limitada de unidades, transformando assim um brinde numa experiência única e inesquecível.<br />
<br />
Exclusivo estojo de apresentação Limited Edition com design protegido por direitos de propriedade industrial.<br />
<br />
Incluindo cartão com descrição de Limited Edition em cartão reciclado.</p>

<p>Bambu/ Extratos de Mármore</p>";
"Caneca Térmica Loret";PRO0456;1;;"Fam Art";Bebidas;Vendors::::Makito;Canecas;;;;1771;;"16-10-2024 22:19:07";marcop;"10-01-2026 10:12:25";marcop;0;;;15.48;5.16;;0;Each;1.00;2.000;0;marcop;0;1771-006-P.jpg;"Caneca térmica fabricada em aço inox de dupla parede e 330ml de capacidade de cor fosca. Com doseador na tampa, livre de BPA, e base em cortiça natural. É ideal para ter na sua escrivaninha, mesa ou em qualquer superfície onde possa desfrutar tranquilamente da sua bebida favorita.
<p>330 ml</p>

<p>Aço Inox/ Cortiça</p>";
"Gravação Marca Chérie";PRO0457;1;;"Fam Art";Outros;;Diversos;;;;;;"18-10-2024 23:28:11";marcop;"18-10-2024 23:28:31";marcop;0;;;0.55;;;0;Each;1.00;999993.000;0;marcop;0;;;
"Bola de Natal Modelo 6";PRO0458;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"21-10-2024 23:03:25";josep;"10-12-2025 20:41:56";marcop;0;;;3.75;3.75;;0;Each;1.00;999959.000;0;josep;0;imagem_2024-11-25_204404613.png;;
"Caneta Dourada";PRO0459;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;;;;5418;;"22-10-2024 18:04:27";marcop;"11-03-2026 11:49:18";marcop;0;;;0.7;;;0;Each;1.00;288.000;0;admin;0;5418-023-P-_1_.jpg;;"Descubra a Esferográfica Trocum, a caneta perfeita para quem valoriza elegância e funcionalidade no dia a dia. Com seu design bicolor e acabamento em alumínio, oferece conforto e estilo ao escrever.

Material: Alumínio
Mecanismo: Pulsador
Design: Elegante de duas cores
Versões de cor: Variedade
Clipe: Original
Detalhes: Anéis e ponta prateados
Cartucho: Jumbo
Tinta: Azul
Carga: Jumbo
A Esferográfica Trocum é uma excelente escolha para quem procura uma caneta de alta qualidade e durabilidade. Feita em alumínio resistente, é ideal tanto para uso pessoal quanto profissional. Sua tinta azul assegura uma escrita fluída e contínua, enquanto o mecanismo pulsador garante praticidade. O design sofisticado com clipe original e detalhes prateados realça sua beleza, fazendo da Esferográfica Trocum um objeto de destaque na categoria de escrita. Perfeita para o ambiente corporativo, escolar ou para o seu dia a dia, ela certamente adicionará um toque de classe as suas anotações. Escolha a cor que mais combina com seu estilo e deixe que a Esferográfica Trocum seja sua companheira de confiança para registrar momentos importantes"
"Castcryl Opal White 2mm";PRO0460;1;;"Fam Art";"Matéria Prima";Vendors::::Dimatur;Acrilico;;;;AV20062030152503;;"23-10-2024 23:12:30";marcop;"23-10-2024 23:12:30";marcop;3050;2050;2;;;;0;Each;1.00;999999.000;0;marcop;0;;;
"MaCryl FS Mirror Gold";PRO0461;1;;"Fam Art";"Matéria Prima";;Acrilico;;;;;;"23-10-2024 23:16:53";marcop;"23-10-2024 23:16:53";marcop;0;;;;;;0;Each;1.00;1.000;0;marcop;0;JBE04_l.jpg;;
"Árvore de Natal M1";PRO0462;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"27-10-2024 20:47:05";marcop;"11-12-2024 15:16:46";marcop;0;;;20;;;0;Each;1.00;999998.000;0;marcop;0;IMG_20241126_104903_1.jpg;;
"Número Casa Modelo 2";PRO0463;1;;"Fam Art";Outros;;Decoração;;;;;;"29-10-2024 15:04:59";josep;"22-07-2025 23:07:47";josep;0;;;26.9;;;0;Each;1.00;999998.000;0;josep;0;imagem_2024-11-01_205841521.png;"Com dourado espelhado";
"Número Casa Modelo 1";PRO0464;1;;"Fam Art";Outros;;Decoração;;;;;;"29-10-2024 15:10:44";josep;"03-02-2025 22:03:34";marcop;0;;;19.9;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_205751566.png;"Preto e Branco";
"Separador livro coração";PRO0465;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"30-10-2024 22:29:15";marcop;"30-10-2024 22:34:38";marcop;0;;;5;;;0;Each;1.00;999999.000;0;marcop;0;IMG_20241030_222958_1.jpg,IMG_20241030_222959.jpg;;
"Número Casa Modelo 3";PRO0466;1;;"Fam Art";Outros;;Decoração;;;;;;"01-11-2024 18:51:02";josep;"01-11-2024 18:51:02";josep;0;;;15;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_185056389.png;"Preto e Branco";
